index,class_info,class_count
41,"[('EOSINOPHIL', (58, 154, 48, 59)), ('NEUTROPHIL', (65, 56, 35, 42)), ('NEUTROPHIL', (112, 70, 15, 37)), ('NEUTROPHIL', (155, 119, 36, 40))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
42,"[('NEUTROPHIL', (13, 4, 40, 40)), ('NEUTROPHIL', (146, 46, 31, 46)), ('NEUTROPHIL', (37, 147, 37, 40)), ('NEUTROPHIL', (161, 190, 31, 34))]",{'NEUTROPHIL': 4}
43,"[('NEUTROPHIL', (5, 58, 30, 43)), ('NEUTROPHIL', (147, 0, 38, 36)), ('NEUTROPHIL', (54, 131, 31, 38)), ('NEUTROPHIL', (112, 182, 15, 37))]",{'NEUTROPHIL': 4}
44,"[('MONOCYTE', (47, 83, 40, 29)), ('NEUTROPHIL', (184, 29, 31, 49)), ('NEUTROPHIL', (40, 126, 35, 43)), ('NEUTROPHIL', (123, 133, 40, 59))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
45,"[('MONOCYTE', (159, 83, 40, 29)), ('NEUTROPHIL', (29, 76, 30, 36)), ('NEUTROPHIL', (63, 188, 34, 36)), ('NEUTROPHIL', (112, 156, 25, 42))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
46,"[('EOSINOPHIL', (58, 154, 48, 59)), ('NEUTROPHIL', (26, 59, 31, 46)), ('NEUTROPHIL', (141, 76, 30, 36)), ('NEUTROPHIL', (144, 140, 36, 36))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
47,"[('NEUTROPHIL', (40, 33, 31, 42)), ('NEUTROPHIL', (150, 25, 34, 45)), ('NEUTROPHIL', (42, 112, 32, 41)), ('NEUTROPHIL', (188, 163, 27, 49))]",{'NEUTROPHIL': 4}
48,"[('EOSINOPHIL', (179, 64, 33, 48)), ('NEUTROPHIL', (85, 63, 27, 45)), ('NEUTROPHIL', (57, 179, 37, 38)), ('NEUTROPHIL', (197, 175, 27, 45))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
49,"[('MONOCYTE', (31, 163, 31, 55)), ('NEUTROPHIL', (51, 2, 31, 41)), ('NEUTROPHIL', (138, 19, 35, 47)), ('NEUTROPHIL', (152, 145, 31, 42))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
50,"[('MONOCYTE', (120, 138, 41, 59)), ('NEUTROPHIL', (67, 23, 30, 44)), ('NEUTROPHIL', (130, 73, 32, 39)), ('NEUTROPHIL', (50, 199, 32, 25))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
51,"[('EOSINOPHIL', (0, 46, 39, 53)), ('EOSINOPHIL', (181, 48, 35, 46)), ('EOSINOPHIL', (155, 169, 29, 50)), ('NEUTROPHIL', (30, 182, 33, 42))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
52,"[('MONOCYTE', (134, 0, 46, 44)), ('NEUTROPHIL', (10, 74, 32, 38)), ('NEUTROPHIL', (74, 166, 38, 58)), ('NEUTROPHIL', (188, 163, 27, 49))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
53,"[('LYMPHOCYTE', (23, 171, 30, 40)), ('MONOCYTE', (129, 180, 37, 44)), ('NEUTROPHIL', (29, 76, 30, 36)), ('NEUTROPHIL', (154, 0, 32, 41))]","{'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
54,"[('EOSINOPHIL', (49, 159, 39, 50)), ('LYMPHOCYTE', (135, 59, 30, 40)), ('NEUTROPHIL', (35, 28, 33, 49)), ('NEUTROPHIL', (168, 154, 34, 49))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
55,"[('NEUTROPHIL', (59, 0, 35, 35)), ('NEUTROPHIL', (122, 74, 32, 38)), ('NEUTROPHIL', (17, 122, 36, 54)), ('NEUTROPHIL', (146, 124, 35, 46))]",{'NEUTROPHIL': 4}
56,"[('EOSINOPHIL', (181, 48, 35, 46)), ('LYMPHOCYTE', (31, 56, 25, 35)), ('NEUTROPHIL', (0, 135, 25, 41)), ('NEUTROPHIL', (138, 131, 35, 47))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
57,"[('EOSINOPHIL', (112, 158, 39, 53)), ('MONOCYTE', (120, 26, 41, 59)), ('NEUTROPHIL', (30, 70, 33, 42)), ('NEUTROPHIL', (4, 196, 32, 28))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
58,"[('NEUTROPHIL', (0, 23, 25, 41)), ('NEUTROPHIL', (172, 27, 32, 43)), ('NEUTROPHIL', (48, 166, 36, 37)), ('NEUTROPHIL', (147, 112, 38, 36))]",{'NEUTROPHIL': 4}
59,"[('NEUTROPHIL', (74, 54, 38, 58)), ('NEUTROPHIL', (145, 7, 35, 47)), ('NEUTROPHIL', (38, 137, 34, 45)), ('NEUTROPHIL', (160, 166, 36, 37))]",{'NEUTROPHIL': 4}
60,"[('EOSINOPHIL', (181, 48, 35, 46)), ('NEUTROPHIL', (27, 33, 29, 51)), ('NEUTROPHIL', (0, 182, 15, 37)), ('NEUTROPHIL', (148, 154, 32, 50))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
61,"[('NEUTROPHIL', (10, 74, 32, 38)), ('NEUTROPHIL', (181, 45, 34, 46)), ('NEUTROPHIL', (63, 188, 34, 36)), ('NEUTROPHIL', (162, 202, 31, 22))]",{'NEUTROPHIL': 4}
62,"[('MONOCYTE', (120, 26, 41, 59)), ('MONOCYTE', (129, 180, 37, 44)), ('NEUTROPHIL', (17, 10, 36, 54)), ('NEUTROPHIL', (34, 124, 35, 46))]","{'MONOCYTE': 2, 'NEUTROPHIL': 2}"
63,"[('NEUTROPHIL', (39, 48, 31, 46)), ('NEUTROPHIL', (112, 23, 25, 41)), ('NEUTROPHIL', (33, 182, 30, 42)), ('NEUTROPHIL', (146, 124, 35, 46))]",{'NEUTROPHIL': 4}
64,"[('MONOCYTE', (144, 163, 31, 55)), ('NEUTROPHIL', (18, 46, 34, 43)), ('NEUTROPHIL', (149, 15, 32, 47)), ('NEUTROPHIL', (32, 140, 36, 36))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
65,"[('EOSINOPHIL', (170, 42, 48, 59)), ('NEUTROPHIL', (17, 10, 36, 54)), ('NEUTROPHIL', (69, 157, 34, 46)), ('NEUTROPHIL', (126, 182, 35, 42))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
66,"[('MONOCYTE', (134, 0, 46, 44)), ('NEUTROPHIL', (39, 48, 31, 46)), ('NEUTROPHIL', (6, 148, 26, 51)), ('NEUTROPHIL', (33, 182, 26, 42)), ('NEUTROPHIL', (116, 196, 32, 28))]","{'MONOCYTE': 1, 'NEUTROPHIL': 4}"
67,"[('MONOCYTE', (144, 163, 31, 55)), ('NEUTROPHIL', (32, 28, 36, 36)), ('NEUTROPHIL', (169, 67, 37, 38)), ('NEUTROPHIL', (36, 146, 29, 46))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
68,"[('NEUTROPHIL', (34, 46, 31, 46)), ('NEUTROPHIL', (148, 34, 29, 46)), ('NEUTROPHIL', (40, 162, 38, 48)), ('NEUTROPHIL', (197, 175, 27, 45))]",{'NEUTROPHIL': 4}
69,"[('EOSINOPHIL', (69, 48, 35, 46)), ('NEUTROPHIL', (152, 50, 38, 48)), ('NEUTROPHIL', (48, 197, 36, 27)), ('NEUTROPHIL', (118, 148, 26, 51)), ('NEUTROPHIL', (145, 182, 26, 42))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 4}"
70,"[('EOSINOPHIL', (182, 186, 40, 38)), ('NEUTROPHIL', (56, 42, 34, 49)), ('NEUTROPHIL', (145, 7, 35, 47)), ('NEUTROPHIL', (6, 148, 26, 51)), ('NEUTROPHIL', (33, 182, 26, 42))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 4}"
71,"[('NEUTROPHIL', (35, 0, 38, 36)), ('NEUTROPHIL', (146, 46, 31, 46)), ('NEUTROPHIL', (56, 154, 34, 49)), ('NEUTROPHIL', (172, 112, 35, 35))]",{'NEUTROPHIL': 4}
72,"[('EOSINOPHIL', (43, 57, 29, 50)), ('NEUTROPHIL', (130, 46, 34, 43)), ('NEUTROPHIL', (33, 182, 30, 42)), ('NEUTROPHIL', (144, 140, 36, 36))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 3}"
73,"[('NEUTROPHIL', (17, 10, 36, 54)), ('NEUTROPHIL', (112, 22, 29, 43)), ('NEUTROPHIL', (53, 198, 26, 26)), ('NEUTROPHIL', (116, 153, 33, 34))]",{'NEUTROPHIL': 4}
74,"[('EOSINOPHIL', (49, 47, 39, 50)), ('EOSINOPHIL', (170, 42, 48, 59)), ('NEUTROPHIL', (26, 131, 35, 47)), ('NEUTROPHIL', (112, 134, 29, 43))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
75,"[('LYMPHOCYTE', (18, 196, 26, 28)), ('NEUTROPHIL', (74, 54, 38, 58)), ('NEUTROPHIL', (112, 5, 41, 36)), ('NEUTROPHIL', (35, 180, 31, 42)), ('NEUTROPHIL', (155, 188, 30, 36))]","{'LYMPHOCYTE': 1, 'NEUTROPHIL': 4}"
76,"[('EOSINOPHIL', (6, 139, 57, 60)), ('LYMPHOCYTE', (31, 56, 25, 35)), ('NEUTROPHIL', (169, 67, 37, 38)), ('NEUTROPHIL', (122, 186, 32, 38))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
77,"[('EOSINOPHIL', (181, 48, 35, 46)), ('LYMPHOCYTE', (23, 171, 30, 40)), ('MONOCYTE', (159, 195, 40, 29)), ('NEUTROPHIL', (10, 74, 32, 38))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 1}"
78,"[('NEUTROPHIL', (0, 70, 15, 37)), ('NEUTROPHIL', (161, 78, 31, 34)), ('NEUTROPHIL', (54, 131, 31, 38)), ('NEUTROPHIL', (166, 131, 31, 38))]",{'NEUTROPHIL': 4}
79,"[('NEUTROPHIL', (56, 42, 34, 49)), ('NEUTROPHIL', (163, 2, 31, 41)), ('NEUTROPHIL', (36, 146, 29, 46)), ('NEUTROPHIL', (173, 173, 29, 41))]",{'NEUTROPHIL': 4}
80,"[('NEUTROPHIL', (30, 70, 33, 42)), ('NEUTROPHIL', (173, 61, 29, 41)), ('NEUTROPHIL', (11, 112, 32, 26)), ('NEUTROPHIL', (146, 124, 35, 46))]",{'NEUTROPHIL': 4}
81,"[('EOSINOPHIL', (155, 57, 29, 50)), ('EOSINOPHIL', (170, 154, 48, 59)), ('NEUTROPHIL', (36, 34, 29, 46)), ('NEUTROPHIL', (40, 183, 38, 41))]","{'EOSINOPHIL': 2, 'NEUTROPHIL': 2}"
82,"[('EOSINOPHIL', (133, 0, 38, 52)), ('NEUTROPHIL', (40, 14, 35, 43)), ('NEUTROPHIL', (6, 148, 26, 51)), ('NEUTROPHIL', (33, 182, 26, 42)), ('NEUTROPHIL', (116, 153, 33, 34))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 4}"
83,"[('EOSINOPHIL', (155, 169, 29, 50)), ('NEUTROPHIL', (34, 67, 36, 45)), ('NEUTROPHIL', (155, 7, 36, 40)), ('NEUTROPHIL', (6, 148, 26, 51)), ('NEUTROPHIL', (33, 182, 26, 42))]","{'EOSINOPHIL': 1, 'NEUTROPHIL': 4}"
84,"[('MONOCYTE', (136, 145, 42, 50)), ('NEUTROPHIL', (27, 0, 33, 35)), ('NEUTROPHIL', (160, 85, 36, 27)), ('NEUTROPHIL', (4, 196, 32, 28))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
85,"[('MONOCYTE', (134, 112, 46, 44)), ('NEUTROPHIL', (5, 58, 30, 43)), ('NEUTROPHIL', (117, 58, 30, 43)), ('NEUTROPHIL', (61, 173, 29, 41))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
86,"[('EOSINOPHIL', (46, 53, 40, 59)), ('EOSINOPHIL', (43, 169, 29, 50)), ('EOSINOPHIL', (170, 154, 48, 59)), ('NEUTROPHIL', (152, 14, 35, 43))]","{'EOSINOPHIL': 3, 'NEUTROPHIL': 1}"
87,"[('MONOCYTE', (136, 145, 42, 50)), ('NEUTROPHIL', (51, 2, 31, 41)), ('NEUTROPHIL', (112, 5, 41, 36)), ('NEUTROPHIL', (43, 188, 30, 36))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
88,"[('NEUTROPHIL', (36, 42, 32, 50)), ('NEUTROPHIL', (126, 70, 35, 42)), ('NEUTROPHIL', (33, 182, 30, 42)), ('NEUTROPHIL', (168, 154, 34, 49))]",{'NEUTROPHIL': 4}
89,"[('LYMPHOCYTE', (23, 171, 30, 40)), ('LYMPHOCYTE', (130, 196, 26, 28)), ('NEUTROPHIL', (26, 19, 35, 47)), ('NEUTROPHIL', (158, 36, 37, 38)), ('NEUTROPHIL', (147, 180, 31, 42))]","{'LYMPHOCYTE': 2, 'NEUTROPHIL': 3}"
90,"[('NEUTROPHIL', (33, 70, 30, 42)), ('NEUTROPHIL', (126, 16, 31, 44)), ('NEUTROPHIL', (34, 124, 35, 46)), ('NEUTROPHIL', (166, 131, 31, 38))]",{'NEUTROPHIL': 4}
91,"[('EOSINOPHIL', (155, 57, 29, 50)), ('LYMPHOCYTE', (57, 179, 30, 42)), ('NEUTROPHIL', (34, 46, 31, 46)), ('NEUTROPHIL', (148, 146, 29, 46))]","{'EOSINOPHIL': 1, 'LYMPHOCYTE': 1, 'NEUTROPHIL': 2}"
92,"[('MONOCYTE', (120, 26, 41, 59)), ('MONOCYTE', (24, 145, 42, 50)), ('NEUTROPHIL', (33, 70, 30, 42)), ('NEUTROPHIL', (138, 128, 36, 53))]","{'MONOCYTE': 2, 'NEUTROPHIL': 2}"
93,"[('NEUTROPHIL', (26, 16, 36, 53)), ('NEUTROPHIL', (165, 86, 26, 26)), ('NEUTROPHIL', (38, 137, 34, 45)), ('NEUTROPHIL', (152, 145, 31, 42))]",{'NEUTROPHIL': 4}
94,"[('NEUTROPHIL', (4, 41, 33, 34)), ('NEUTROPHIL', (141, 76, 30, 36)), ('NEUTROPHIL', (32, 140, 36, 36)), ('NEUTROPHIL', (177, 168, 35, 42))]",{'NEUTROPHIL': 4}
95,"[('EOSINOPHIL', (49, 47, 39, 50)), ('MONOCYTE', (47, 195, 40, 29)), ('NEUTROPHIL', (126, 16, 31, 44)), ('NEUTROPHIL', (160, 166, 36, 37))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
96,"[('NEUTROPHIL', (5, 58, 30, 43)), ('NEUTROPHIL', (125, 4, 40, 40)), ('NEUTROPHIL', (18, 158, 34, 43)), ('NEUTROPHIL', (134, 146, 30, 50))]",{'NEUTROPHIL': 4}
97,"[('LYMPHOCYTE', (130, 84, 26, 28)), ('NEUTROPHIL', (22, 34, 30, 50)), ('NEUTROPHIL', (147, 68, 31, 42)), ('NEUTROPHIL', (72, 141, 31, 49)), ('NEUTROPHIL', (166, 131, 31, 38))]","{'LYMPHOCYTE': 1, 'NEUTROPHIL': 4}"
98,"[('NEUTROPHIL', (0, 44, 25, 42)), ('NEUTROPHIL', (138, 16, 36, 53)), ('NEUTROPHIL', (33, 185, 34, 39)), ('NEUTROPHIL', (151, 160, 31, 46))]",{'NEUTROPHIL': 4}
99,"[('NEUTROPHIL', (40, 14, 35, 43)), ('NEUTROPHIL', (163, 2, 31, 41)), ('NEUTROPHIL', (10, 200, 25, 24)), ('NEUTROPHIL', (116, 153, 33, 34))]",{'NEUTROPHIL': 4}
100,"[('NEUTROPHIL', (0, 22, 29, 43)), ('NEUTROPHIL', (184, 29, 31, 49)), ('NEUTROPHIL', (51, 114, 31, 41)), ('NEUTROPHIL', (135, 118, 33, 49))]",{'NEUTROPHIL': 4}
101,"[('MONOCYTE', (136, 145, 42, 50)), ('NEUTROPHIL', (33, 7, 35, 47)), ('NEUTROPHIL', (152, 33, 31, 42)), ('NEUTROPHIL', (43, 119, 36, 40))]","{'MONOCYTE': 1, 'NEUTROPHIL': 3}"
102,"[('EOSINOPHIL', (6, 139, 57, 60)), ('MONOCYTE', (159, 83, 40, 29)), ('NEUTROPHIL', (54, 19, 31, 38)), ('NEUTROPHIL', (141, 188, 30, 36))]","{'EOSINOPHIL': 1, 'MONOCYTE': 1, 'NEUTROPHIL': 2}"
